koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err2,koi_impact,koi_impact_err1,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_teq,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,dec,koi_kepmag,koi_predicted
0,0,0,0,0.7544577290000001,-7.809999999999999e-07,0.677,0.011000000000000001,0.0715,-0.0715,248.2,13.9,-13.9,2.07,2131,2028.19,-1843.14,31.1,5561,-75,0.174,-0.10099999999999999,1.193,0.185,-0.226,40.255451,14.482000000000001,FALSE POSITIVE
0,0,0,0,16.2707207,-0.0002229,1.187,7.162999999999999,0.579,-0.579,468.0,43.8,-43.8,28.42,827,47.43,-27.69,13.0,6117,-85,0.084,-0.126,1.244,0.205,-0.136,39.232571,14.94,FALSE POSITIVE
0,0,0,0,12.14684625,-8.2e-05,0.687,0.028999999999999998,0.158,-0.158,70.7,3.0,-3.0,1.75,1097,138.03,-168.51,27.1,5877,-116,0.203,-0.087,1.963,0.273,-0.507,40.142421999999996,11.821,FALSE POSITIVE
0,0,0,0,24.1073172,-0.00026619999999999997,0.693,0.235,0.273,-0.273,104.2,4.9,-4.9,2.74,1065,216.75,-233.31,23.6,6585,-250,0.44799999999999995,-0.11199999999999999,2.517,0.602,-1.204,37.613479999999996,12.605,FALSE POSITIVE
0,0,0,0,0.727331746,-1.29e-06,0.153,0.301,0.0627,-0.0627,357.4,23.9,-23.9,0.67,849,56.11,-44.24,20.4,3460,-83,0.057999999999999996,-0.071,0.35600000000000004,0.057,-0.057,41.516331,15.527000000000001,FALSE POSITIVE
0,0,0,0,1.302017467,-3.3e-06,0.28600000000000003,0.182,0.0777,-0.0777,290.5,16.6,-16.6,1.37,1344,114.29,-140.9,21.4,4948,-79,0.07200000000000001,-0.023,0.816,0.031,-0.054000000000000006,51.347939000000004,15.350999999999999,FALSE POSITIVE
0,0,0,0,16.0573291,-0.00010740000000000001,0.883,0.084,0.155,-0.155,575.0,37.8,-37.8,2.27,645,27.54,-9.61,17.5,5644,-152,0.036000000000000004,-0.14400000000000002,0.8059999999999999,0.182,-0.061,49.378109,15.869000000000002,FALSE POSITIVE
0,0,0,0,4.60300256,-1.75e-05,0.07200000000000001,0.409,0.0903,-0.0903,302.5,14.6,-14.6,1.32,848,17.28,-21.85,22.2,4821,-76,0.06,-0.02,0.7879999999999999,0.027999999999999997,-0.051,39.783829,14.902999999999999,FALSE POSITIVE
0,0,0,0,1.1690105259999999,-1.29e-06,1.13,5.365,0.0566,-0.0566,165.9,5.5,-5.5,91.91,3766,21249.18,-27122.71,37.1,5944,-88,0.245,-0.105,5.847,1.018,-1.891,41.502659,13.579,FALSE POSITIVE
0,0,0,0,5.05661302,-3.07e-05,0.616,0.32899999999999996,0.14400000000000002,-0.14400000000000002,137.9,9.1,-9.1,1.15,1049,257.92,-85.76,17.6,5926,-211,0.052000000000000005,-0.20800000000000002,0.9390000000000001,0.282,-0.094,50.075588,14.63,FALSE POSITIVE
0,0,0,0,8.94337724,-4.4200000000000004e-05,0.163,0.292,0.128,-0.128,215.1,13.4,-13.4,1.48,946,153.04,-76.13,18.4,6074,-181,0.149,-0.182,1.005,0.27,-0.18,39.598591,14.169,FALSE POSITIVE
0,0,0,0,0.8271512959999999,-3.96e-06,0.281,0.18100000000000002,0.11599999999999999,-0.11599999999999999,272.4,22.9,-22.9,19.1,5171,124864.13,-21987.17,8.1,4452,-47,0.03,-0.03,11.895,3.2110000000000003,-0.5670000000000001,46.246181,14.992,FALSE POSITIVE
0,0,0,0,6.383159135,-6.4e-06,0.19699999999999998,0.237,0.0334,-0.0334,2313.2,40.8,-40.8,2.73,530,3.1,-3.66,64.4,3757,-82,0.039,-0.015,0.5760000000000001,0.022000000000000002,-0.036000000000000004,49.962269,15.254000000000001,FALSE POSITIVE
0,0,0,0,38.0970717,-0.00030789999999999995,0.953,0.019,0.21,-0.21,913.3,59.1,-59.1,1.58,242,0.3,-0.25,17.0,3554,-80,0.055,-0.055,0.39799999999999996,0.049,-0.054000000000000006,49.915058,15.931,FALSE POSITIVE
0,0,0,0,38.2292037,-0.0002813,0.5710000000000001,0.37,0.17800000000000002,-0.17800000000000002,605.8,33.6,-33.6,1.51,359,1.2,-1.0,21.0,4544,-135,0.048,-0.032,0.598,0.05,-0.05,47.444939,14.847000000000001,FALSE POSITIVE
0,0,0,0,16.4793229,-0.0001733,0.263,0.19399999999999998,0.247,-0.247,479.1,41.2,-41.2,1.53,537,7.78,-4.56,13.8,4908,-148,0.027000000000000003,-0.063,0.716,0.077,-0.049,49.106659,15.845999999999998,FALSE POSITIVE
0,0,0,0,88.07127690000002,-0.0008497,0.34700000000000003,0.12,0.263,-0.263,885.4,55.9,-55.9,2.4,330,0.43,-0.51,18.1,4939,-79,0.07200000000000001,-0.022000000000000002,0.8190000000000001,0.032,-0.055,46.62664,15.639000000000001,FALSE POSITIVE
0,0,0,0,44.9977604,-0.0005172999999999999,0.9279999999999999,0.013000000000000001,0.193,-0.193,170.2,8.3,-8.3,1.59,508,5.91,-2.25,21.4,5871,-88,0.019,-0.11,0.983,0.14300000000000002,-0.045,43.244049,13.468,FALSE POSITIVE
0,0,0,0,2.10081629,-1.4800000000000002e-05,0.9790000000000001,0.024,0.0914,-0.0914,169.1,12.5,-12.5,1.65,1378,768.81,-282.51,15.3,5815,-210,0.052000000000000005,-0.195,0.9179999999999999,0.275,-0.11,41.769581,15.655999999999999,FALSE POSITIVE
0,0,0,0,14.02634692,-4e-05,0.877,0.062,0.0766,-0.0766,403.6,26.3,-26.3,2.66,822,96.95,-41.63,19.3,5970,-205,0.11199999999999999,-0.192,1.131,0.335,-0.18,42.378479,14.729000000000001,FALSE POSITIVE
0,0,0,0,7.446463499999999,-0.0001035,0.531,0.055,0.298,-0.298,78.0,7.1,-7.1,0.77,879,94.85,-44.85,12.7,5676,-154,0.11699999999999999,-0.156,0.848,0.185,-0.10800000000000001,41.820068,13.884,FALSE POSITIVE
0,0,0,0,159.38878799999998,-0.003488,0.109,0.326,0.39399999999999996,-0.39399999999999996,1033.0,68.1,-68.1,2.73,289,0.29,-0.36,17.3,5135,-77,0.09,-0.036000000000000004,0.8740000000000001,0.044000000000000004,-0.076,44.982529,15.822000000000001,FALSE POSITIVE
0,0,0,0,2.522590567,-6.82e-06,1.261,48.21,0.12,-0.12,210.2,14.7,-14.7,25.82,1205,379.16,-129.54,18.5,5591,-166,0.033,-0.187,0.86,0.222,-0.07400000000000001,47.490921,14.815999999999999,FALSE POSITIVE
0,0,0,0,2.252976718,-8.34e-06,0.157,0.303,0.0779,-0.0779,467.9,24.9,-24.9,1.19,795,19.31,-16.63,21.7,4039,-80,0.023,-0.03,0.5589999999999999,0.031,-0.031,47.033932,15.794,FALSE POSITIVE
0,0,0,0,13.787262699999998,-0.000102,0.9209999999999999,0.027000000000000003,0.134,-0.134,75.1,3.6,-3.6,1.55,894,71.35,-73.09,23.9,5691,-77,0.231,-0.11599999999999999,1.4580000000000002,0.265,-0.38299999999999995,43.49984,12.458,FALSE POSITIVE
0,0,0,0,5.95958637,-4.4e-05,0.26,0.198,0.15,-0.15,133.1,9.6,-9.6,1.02,897,111.26,-38.24,16.1,5452,-164,0.03,-0.17,0.9,0.214,-0.071,47.053740999999995,14.52,FALSE POSITIVE
0,0,0,0,5.83892993,-2.05e-05,0.319,0.146,0.0953,-0.0953,237.4,19.8,-19.8,1.19,835,58.68,-28.81,15.3,5279,-142,0.039,-0.09699999999999999,0.769,0.122,-0.066,46.689789000000005,14.628,FALSE POSITIVE
0,0,0,0,3.09756897,-3.17e-05,0.408,0.048,0.22399999999999998,-0.22399999999999998,83.3,6.7,-6.7,1.75,1782,329.14,-330.55,14.6,6329,-76,0.016,-0.018000000000000002,1.885,0.075,-0.09300000000000001,46.419601,10.267999999999999,FALSE POSITIVE
0,0,0,0,205.38591200000002,-0.0020469999999999998,0.008,0.42,0.215,-0.215,1248.7,59.9,-59.9,2.11,200,0.13,-0.11,24.3,4400,-157,0.035,-0.039,0.624,0.055,-0.05,48.360821,15.558,FALSE POSITIVE
0,0,0,0,3.42064689,-1.93e-05,0.92,0.021,0.11800000000000001,-0.11800000000000001,356.8,30.4,-30.4,2.27,1129,118.21,-88.58,13.9,5370,-75,0.10400000000000001,-0.076,0.966,0.105,-0.095,42.13258,15.472000000000001,FALSE POSITIVE
0,0,0,0,1.23935745,-1.0300000000000001e-05,0.932,0.039,0.177,-0.177,150.9,19.4,-19.4,1.5,1583,459.8,-344.58,9.7,5370,-75,0.10400000000000001,-0.076,0.966,0.105,-0.095,42.13258,15.472000000000001,FALSE POSITIVE
0,0,0,0,1.4070201180000002,-4.37e-06,0.16699999999999998,0.284,0.0843,-0.0843,181.9,11.5,-11.5,1.12,1350,120.58,-160.93,18.9,5022,-82,0.083,-0.027999999999999997,0.8490000000000001,0.034,-0.067,51.626041,14.946,FALSE POSITIVE
0,0,0,0,24.435995600000002,-0.00031519999999999996,0.019,0.418,0.22699999999999998,-0.22699999999999998,496.6,32.9,-32.9,2.31,674,44.99,-17.07,17.1,6197,-259,0.065,-0.195,1.035,0.314,-0.126,41.09304,15.849,FALSE POSITIVE
0,0,0,0,17.57704569,-5.59e-05,1.25,6.791,0.141,-0.141,670.0,42.0,-42.0,27.21,673,37.5,-16.1,19.1,5653,-152,0.11599999999999999,-0.174,0.9009999999999999,0.231,-0.124,41.775921000000004,14.94,FALSE POSITIVE
0,0,0,0,1.4007557430000002,-3.28e-06,0.413,0.036000000000000004,0.0712,-0.0712,144.4,9.4,-9.4,1.3,1628,651.35,-511.97,19.8,5487,-74,0.14300000000000002,-0.10400000000000001,1.072,0.156,-0.156,39.626148,14.456,FALSE POSITIVE
0,0,0,0,27.8813154,-0.0003804,0.168,0.28800000000000003,0.324,-0.324,209.2,16.3,-16.3,1.54,681,44.41,-17.26,15.5,6434,-209,0.067,-0.20199999999999999,1.055,0.32299999999999995,-0.139,44.112381,13.603,FALSE POSITIVE
0,0,0,0,34.4585495,-0.0002173,0.626,0.031,0.14800000000000002,-0.14800000000000002,431.0,20.4,-20.4,1.88,559,19.07,-6.29,23.7,6161,-203,0.046,-0.196,0.862,0.243,-0.076,50.188419,14.936,FALSE POSITIVE
0,0,0,0,110.3783828,-0.0002779,0.013999999999999999,0.315,0.0639,-0.0639,489.8,5.2,-5.2,3.02,473,1.82,-1.65,108.9,6342,-76,0.033,-0.03,1.359,0.062,-0.068,38.506972999999995,10.56,FALSE POSITIVE
0,0,0,0,4.28886792,-3.570000000000001e-05,0.534,0.42700000000000005,0.19899999999999998,-0.19899999999999998,59.3,6.0,-6.0,0.57,944,74.01,-51.62,11.1,5374,-144,0.08800000000000001,-0.064,0.721,0.08199999999999999,-0.073,47.551990999999994,13.850999999999999,FALSE POSITIVE
0,0,0,0,24.575252399999997,-0.00017819999999999997,0.489,0.466,0.145,-0.145,1003.4,81.2,-81.2,1.64,316,0.49,-0.48,12.1,3678,-80,0.027999999999999997,-0.032,0.512,0.028999999999999998,-0.035,42.156139,15.907,FALSE POSITIVE
0,0,0,0,11.39169531,-7.57e-05,0.8490000000000001,0.096,0.149,-0.149,51.0,3.1,-3.1,1.02,886,71.74,-63.32,19.0,5557,-78,0.20800000000000002,-0.11199999999999999,1.249,0.212,-0.28300000000000003,41.782348999999996,11.925999999999998,FALSE POSITIVE
0,0,0,0,5.72084599,-3.6200000000000006e-05,0.166,0.305,0.13699999999999998,-0.13699999999999998,1316.0,73.0,-73.0,1.78,509,3.58,-4.52,20.5,3640,-90,0.055999999999999994,-0.024,0.503,0.03,-0.055999999999999994,46.640968,16.835,FALSE POSITIVE
0,0,0,0,2.17291055,-1.4000000000000001e-05,0.36200000000000004,0.10099999999999999,0.174,-0.174,76.4,6.7,-6.7,0.93,1507,1174.83,-379.45,13.6,6164,-214,0.054000000000000006,-0.21600000000000003,1.045,0.341,-0.114,40.007511,14.229000000000001,FALSE POSITIVE
0,0,0,0,7.35101287,-5.5700000000000005e-05,0.608,0.361,0.18600000000000003,-0.18600000000000003,115.9,10.0,-10.0,1.42,1064,128.71,-87.17,12.8,5951,-79,0.12,-0.12,1.262,0.209,-0.168,44.918289,14.544,FALSE POSITIVE
0,0,0,0,6.57159435,-2.2899999999999998e-05,0.7509999999999999,0.226,0.0854,-0.0854,65.7,2.5,-2.5,1.26,1211,76.72,-61.0,30.7,6042,-81,0.012,-0.013000000000000001,1.432,0.064,-0.052000000000000005,44.039162,10.338,FALSE POSITIVE
0,0,0,0,0.868122253,-2.72e-06,0.006,0.433,0.066,-0.066,231.3,11.4,-11.4,1.65,2047,4139.82,-1330.46,23.2,6116,-253,0.052000000000000005,-0.20800000000000002,1.084,0.35600000000000004,-0.111,47.833141,15.8,FALSE POSITIVE
0,0,0,0,13.84301228,-9.08e-05,0.052000000000000005,0.4,0.165,-0.165,567.8,35.9,-35.9,1.98,699,43.35,-15.88,17.5,5745,-201,0.042,-0.168,0.8370000000000001,0.209,-0.075,39.40596,15.48,FALSE POSITIVE
0,0,0,0,6.99205021,-3.84e-05,0.9440000000000001,0.006,0.122,-0.122,33.4,1.6,-1.6,1.06,1194,237.62,-188.6,24.4,6057,-121,0.168,-0.11199999999999999,1.4669999999999999,0.25,-0.27699999999999997,41.14373,10.787,FALSE POSITIVE
0,0,0,0,12.0999065,-0.0001087,0.14,0.307,0.209,-0.209,165.5,12.2,-12.2,1.39,807,38.77,-31.09,15.1,5553,-74,0.13699999999999998,-0.1,1.0979999999999999,0.161,-0.161,48.185821999999995,14.754000000000001,FALSE POSITIVE
0,0,0,0,5.36375016,-3.9e-05,0.008,0.44799999999999995,0.19899999999999998,-0.19899999999999998,114.3,9.3,-9.3,1.15,1059,114.62,-91.93,14.4,5553,-74,0.13699999999999998,-0.1,1.0979999999999999,0.161,-0.161,48.185821999999995,14.754000000000001,FALSE POSITIVE
0,0,0,0,31.608437100000003,-0.000242,0.022000000000000002,0.42,0.153,-0.153,331.6,23.4,-23.4,1.89,634,36.03,-11.52,16.2,6341,-207,0.054000000000000006,-0.21600000000000003,1.033,0.33399999999999996,-0.111,47.887249,14.755999999999998,FALSE POSITIVE
0,0,0,0,16.1558656,-0.0001418,0.973,0.068,0.31,-0.31,731.3,46.2,-46.2,2.04,455,3.04,-2.93,17.5,4504,-178,0.057999999999999996,-0.031,0.53,0.038,-0.046,43.098721000000005,15.770999999999999,FALSE POSITIVE
0,0,0,0,1.9527111609999999,-2.26e-06,0.9620000000000001,0.024,0.0356,-0.0356,403.0,18.9,-18.9,2.58,1403,792.53,-264.45,30.7,5741,-188,0.052000000000000005,-0.20800000000000002,0.946,0.27899999999999997,-0.09300000000000001,38.472912,14.575,FALSE POSITIVE
0,0,0,0,2.37752442,-1.3500000000000001e-05,0.256,0.217,0.127,-0.127,32.1,2.3,-2.3,0.53,1278,251.89,-110.32,15.9,5615,-123,0.03,-0.12,0.9359999999999999,0.132,-0.047,46.790562,12.258,FALSE POSITIVE
0,0,0,0,3.89524296,-1.75e-05,0.22399999999999998,0.237,0.109,-0.109,189.0,13.7,-13.7,1.13,956,30.36,-38.07,16.2,5018,-75,0.077,-0.027999999999999997,0.838,0.033,-0.062,40.240929,14.755999999999998,FALSE POSITIVE
0,0,0,0,37.3033197,-0.0005878999999999999,0.9079999999999999,0.033,0.233,-0.233,551.7,32.3,-32.3,2.31,493,10.85,-4.22,19.5,5646,-186,0.053,-0.158,0.8170000000000001,0.203,-0.087,41.226428999999996,15.527000000000001,FALSE POSITIVE
0,0,0,0,1.35477049,-5.93e-06,0.24,0.235,0.141,-0.141,145.3,12.6,-12.6,0.8,1102,83.34,-85.51,14.8,4414,-145,0.03,-0.03,0.6890000000000001,0.034,-0.049,41.701209999999996,15.169,FALSE POSITIVE
0,0,0,0,1.116127169,-3.26e-06,0.648,0.299,0.0727,-0.0727,109.2,6.7,-6.7,1.0,1659,712.87,-312.68,19.2,5721,-126,0.027999999999999997,-0.11199999999999999,0.905,0.127,-0.045,41.03577,12.43,FALSE POSITIVE
0,0,0,0,237.787237,-0.0008527000000000001,0.9470000000000001,0.005,0.166,-0.166,1627.7,30.2,-30.2,9.91,354,1.9,-2.59,92.3,5185,-70,0.41600000000000004,-0.10400000000000001,1.8530000000000002,0.34299999999999997,-0.8009999999999999,46.83112,13.46,FALSE POSITIVE
0,0,0,0,5.62006198,-2.9999999999999997e-05,0.9690000000000001,0.005,0.12,-0.12,190.1,13.0,-13.0,1.45,772,16.64,-11.46,17.4,4868,-78,0.013999999999999999,-0.049,0.746,0.045,-0.03,41.297852,14.009,FALSE POSITIVE
0,0,0,0,3.8259005,-1.32e-05,0.951,0.028999999999999998,0.0748,-0.0748,857.2,50.8,-50.8,3.45,1005,135.25,-67.75,20.3,5223,-183,0.054000000000000006,-0.11699999999999999,0.885,0.147,-0.079,43.322601,15.767999999999999,FALSE POSITIVE
0,0,0,0,0.558841234,-7.909999999999999e-07,0.307,0.146,0.0534,-0.0534,280.9,15.6,-15.6,1.33,1787,1076.7,-528.21,26.3,5151,-138,0.024,-0.102,0.792,0.106,-0.053,46.048302,15.6,FALSE POSITIVE
0,0,0,0,0.6984613040000001,-1.76e-06,0.45899999999999996,0.49700000000000005,0.0944,-0.0944,134.4,11.8,-11.8,14.81,5173,83756.77,-77417.14,16.1,4676,-126,0.03,-0.027000000000000003,12.558,2.292,-2.802,48.856152,13.585999999999999,FALSE POSITIVE
0,0,0,0,110.7556272,-0.0005155,0.917,65.42,0.171,-0.171,8067.0,204.0,-204.0,29.64,651,21.42,-26.73,48.5,6525,-195,0.32,-0.08,2.668,0.434,-0.94,42.118252000000005,13.455,FALSE POSITIVE
0,0,0,0,79.2450351,-0.0009308999999999999,0.001,0.45899999999999996,0.233,-0.233,1347.3,99.9,-99.9,3.33,404,5.28,-2.22,14.4,5648,-186,0.094,-0.175,0.917,0.254,-0.127,39.358429,15.302,FALSE POSITIVE
0,0,0,0,4.44589508,-1.75e-05,0.7040000000000001,0.204,0.092,-0.092,441.4,24.3,-24.3,1.94,1063,275.01,-89.91,20.9,5918,-208,0.036000000000000004,-0.204,0.865,0.258,-0.086,44.107059,15.390999999999998,FALSE POSITIVE
0,0,0,0,126.44512749999998,-0.00043180000000000003,0.046,0.22,0.0921,-0.0921,3252.5,33.4,-33.4,4.49,321,1.51,-0.63,110.9,5613,-152,0.034,-0.136,0.795,0.158,-0.068,43.60778,15.5,FALSE POSITIVE
0,0,0,0,211.032819,-0.0006321,0.8079999999999999,0.044000000000000004,0.14,-0.14,1953.4,31.5,-31.5,3.43,215,0.12,-0.07,69.3,4658,-93,0.015,-0.042,0.6859999999999999,0.042,-0.025,43.55587,13.855,FALSE POSITIVE
0,0,0,0,1.716828304,-9.41e-06,0.7,0.276,0.132,-0.132,59.5,5.0,-5.0,0.74,1455,452.51,-186.21,14.2,5808,-128,0.03,-0.12,0.902,0.138,-0.046,42.764252,10.158,FALSE POSITIVE
0,0,0,0,46.151253000000004,-0.00037460000000000005,0.688,0.26,0.21100000000000002,-0.21100000000000002,649.0,43.5,-43.5,2.08,423,3.55,-2.27,17.1,5204,-153,0.095,-0.10400000000000001,0.769,0.105,-0.086,39.91888,15.265999999999998,FALSE POSITIVE
0,0,0,0,165.3447044,-0.000301,0.917,0.11199999999999999,0.14400000000000002,-0.14400000000000002,4899.0,172.0,-172.0,6.98,301,1.34,-0.62,48.0,5594,-186,0.077,-0.14300000000000002,0.812,0.17800000000000002,-0.096,47.36668,15.548,FALSE POSITIVE
0,0,0,0,10.61345333,-2.55e-05,0.535,0.42700000000000005,0.0804,-0.0804,150.2,10.1,-10.1,1.77,987,106.94,-92.42,20.0,5865,-105,0.182,-0.098,1.3880000000000001,0.233,-0.284,41.533229999999996,12.824000000000002,FALSE POSITIVE
0,0,0,0,97.44631940000001,-0.000286,0.063,0.345,0.0868,-0.0868,2141.1,39.7,-39.7,3.05,283,0.57,-0.41,62.8,4735,-170,0.032,-0.048,0.6859999999999999,0.063,-0.057,39.685390000000005,14.981,FALSE POSITIVE
0,0,0,0,174.636181,-0.002022,0.04,0.409,0.317,-0.317,2500.9,78.9,-78.9,11.12,481,4.59,-5.88,37.1,5974,-80,0.196,-0.084,2.2319999999999998,0.298,-0.5539999999999999,38.795840999999996,15.905,FALSE POSITIVE
0,0,0,0,1.791877025,-8.3e-06,0.40299999999999997,0.048,0.13,-0.13,46.1,4.8,-4.8,1.48,2223,2479.54,-3016.26,12.5,6002,-131,0.217,-0.09300000000000001,2.1390000000000002,0.319,-0.5920000000000001,45.406890999999995,12.599,FALSE POSITIVE
0,0,0,0,6.30922043,-1.7199999999999998e-05,0.11800000000000001,0.33799999999999997,0.0716,-0.0716,691.2,38.2,-38.2,1.37,606,9.67,-8.46,22.5,4380,-143,0.059000000000000004,-0.032,0.53,0.040999999999999995,-0.045,40.696602,15.905999999999999,FALSE POSITIVE
0,0,0,0,145.881936,-0.0051530000000000005,0.325,0.142,0.737,-0.737,156.9,15.7,-15.7,1.8,424,3.67,-2.61,11.2,6052,-82,0.154,-0.11199999999999999,1.4240000000000002,0.263,-0.237,42.191879,13.716,FALSE POSITIVE
0,0,0,0,6.56606941,-1.9399999999999997e-05,0.687,0.217,0.0706,-0.0706,402.4,17.4,-17.4,1.83,777,31.92,-24.13,25.8,4818,-129,0.078,-0.585,0.856,0.08900000000000001,-0.08900000000000001,46.053028000000005,14.975,FALSE POSITIVE
0,0,0,0,2.50343279,-1e-05,1.178,46.41,0.192,-0.192,1156.0,110.0,-110.0,20.23,1147,188.0,-128.21,13.2,5174,-154,0.095,-0.105,0.84,0.11199999999999999,-0.10099999999999999,40.313862,15.600999999999999,FALSE POSITIVE
0,0,0,0,96.4562198,-0.00042259999999999997,0.775,0.114,0.166,-0.166,950.5,18.3,-18.3,9.1,727,36.34,-40.12,54.6,7029,-219,0.27699999999999997,-0.092,2.7039999999999997,0.485,-0.9009999999999999,48.65802,12.998,FALSE POSITIVE
0,0,0,0,44.5643831,-0.00035010000000000005,0.851,0.042,0.17800000000000002,-0.17800000000000002,360.5,14.4,-14.4,5.8,940,101.75,-112.33,27.0,7029,-219,0.27699999999999997,-0.092,2.7039999999999997,0.485,-0.9009999999999999,48.65802,12.998,FALSE POSITIVE
0,0,0,0,8.48299282,-3.91e-05,0.564,0.36200000000000004,0.11,-0.11,69.1,3.9,-3.9,0.8,879,53.99,-30.47,21.3,5827,-116,0.059000000000000004,-0.11,0.9329999999999999,0.126,-0.073,38.655949,12.147,FALSE POSITIVE
0,0,0,0,234.635652,-0.001384,0.025,0.405,0.155,-0.155,868.5,37.9,-37.9,2.56,267,0.37,-0.25,26.7,5422,-107,0.067,-0.075,0.885,0.08800000000000001,-0.066,41.877972,14.607000000000001,FALSE POSITIVE
0,0,0,0,253.374581,-0.00114,0.027999999999999997,0.31,0.124,-0.124,1104.0,12.8,-12.8,19.25,555,17.79,-19.37,99.9,5177,-181,0.578,-0.193,5.949,1.541,-3.595,44.853142,11.892999999999999,FALSE POSITIVE
0,0,0,0,5.06092282,-2.62e-05,0.9440000000000001,0.006,0.114,-0.114,71.6,5.3,-5.3,0.98,998,88.75,-45.74,15.7,5637,-112,0.048,-0.11199999999999999,0.9109999999999999,0.121,-0.06,40.828606,13.345999999999998,FALSE POSITIVE
0,0,0,0,0.910020582,-2.29e-06,0.79,0.017,0.0801,-0.0801,358.1,15.1,-15.1,1.12,1127,134.53,-106.11,29.9,4297,-142,0.045,-0.05,0.5329999999999999,0.055,-0.049,44.775089,15.380999999999998,FALSE POSITIVE
0,0,0,0,1.07808492,-2.02e-06,0.287,0.155,0.0596,-0.0596,155.6,8.5,-8.5,1.01,1417,130.33,-190.12,22.9,4906,-88,0.067,-0.022000000000000002,0.8140000000000001,0.027000000000000003,-0.059000000000000004,48.651379,14.288,FALSE POSITIVE
0,0,0,0,56.573231799999995,-0.0003096,0.9420000000000001,0.024,0.152,-0.152,688.5,37.2,-37.2,2.69,356,0.47,-0.66,21.6,4701,-84,0.052000000000000005,-0.016,0.775,0.022000000000000002,-0.044000000000000004,43.691921,14.889000000000001,FALSE POSITIVE
0,0,0,0,11.191619900000001,-8.120000000000001e-05,0.895,0.077,0.205,-0.205,166.4,17.0,-17.0,1.47,782,30.94,-16.88,11.9,5646,-84,0.051,-0.11900000000000001,0.956,0.129,-0.07,47.208832,14.527999999999999,FALSE POSITIVE
0,0,0,0,174.731515,-0.0031260000000000003,0.021,0.428,0.34299999999999997,-0.34299999999999997,1179.9,82.8,-82.8,3.0,287,0.31,-0.38,16.5,5201,-83,0.098,-0.035,0.897,0.051,-0.08900000000000001,48.00145,15.707,FALSE POSITIVE
0,0,0,0,3.48412874,-1.4800000000000002e-05,0.106,0.35700000000000004,0.11699999999999999,-0.11699999999999999,161.6,14.3,-14.3,1.16,1132,151.8,-54.26,13.3,5696,-77,0.021,-0.11900000000000001,0.9209999999999999,0.136,-0.043,45.318290999999995,14.953,FALSE POSITIVE
0,0,0,0,0.858546796,-2.58e-06,0.24100000000000002,0.245,0.191,-0.191,106.1,15.0,-15.0,0.88,1671,1053.79,-587.44,12.2,5269,-184,0.08,-0.12,0.8640000000000001,0.147,-0.098,43.369202,15.247,FALSE POSITIVE
0,0,0,0,5.5181949999999995,-0.006657,0.243,0.222,3.2,-3.2,27.1,14.3,-14.3,0.46,969,79.99,-36.23,5.2,5767,-126,0.021,-0.11900000000000001,0.8809999999999999,0.12300000000000001,-0.044000000000000004,41.373878000000005,12.549000000000001,FALSE POSITIVE
0,0,0,0,75.1122132,-2.7600000000000003e-05,0.838,0.005,0.027000000000000003,-0.027000000000000003,3751.5,11.7,-11.7,23.23,777,28.91,-40.41,384.0,6201,-100,0.218,-0.073,3.3539999999999996,0.355,-0.8290000000000001,38.619254999999995,11.714,FALSE POSITIVE
0,0,0,0,31.57865122,-7.28e-06,0.04,0.259,0.00922,-0.00922,2125.4,8.0,-8.0,4.52,570,10.54,-5.5,324.3,5733,-115,0.063,-0.11699999999999999,0.99,0.149,-0.08,39.911812,11.105,FALSE POSITIVE
0,0,0,0,3.76562031,-1.13e-05,1.193,63.73,0.16,-0.16,232.6,21.0,-21.0,19.39,1084,257.66,-83.59,14.6,5743,-155,0.033,-0.17600000000000002,0.853,0.22899999999999998,-0.076,49.556511,14.698,FALSE POSITIVE
0,0,0,0,2.46288834,-1.57e-05,0.256,0.198,0.157,-0.157,47.4,4.9,-4.9,0.67,1391,680.76,-344.15,11.9,5893,-159,0.149,-0.182,0.9670000000000001,0.253,-0.16899999999999998,50.560162,13.308,FALSE POSITIVE
0,0,0,0,17.067644,-0.0002088,0.106,0.326,0.28800000000000003,-0.28800000000000003,262.4,20.3,-20.3,1.62,769,77.41,-24.82,13.5,6347,-207,0.054000000000000006,-0.21600000000000003,0.996,0.319,-0.106,51.248169,15.372,FALSE POSITIVE
0,0,0,0,35.5969684,-0.0001131,0.895,0.035,0.215,-0.215,684.5,14.8,-14.8,3.72,646,19.66,-11.68,52.5,6212,-136,0.095,-0.11599999999999999,1.209,0.21,-0.14,41.602871,12.350999999999999,FALSE POSITIVE
0,0,0,0,10.919265300000001,-0.00011440000000000002,0.434,0.02,0.223,-0.223,91.1,7.1,-7.1,1.9,1107,121.69,-155.75,15.0,5745,-69,0.18899999999999997,-0.081,1.972,0.24600000000000002,-0.45799999999999996,44.190979,13.534,FALSE POSITIVE
0,0,0,0,2.76263737,-1.62e-05,0.46,0.504,0.138,-0.138,185.0,15.5,-15.5,1.25,1231,487.13,-149.92,14.1,5772,-173,0.038,-0.212,0.9009999999999999,0.275,-0.086,49.666851,15.4,FALSE POSITIVE
